date,AAL,AAPL,AAP,ABBV,ABC,ABT,ACN,ADBE,ADI,ADM
2013-02-08,15.07,67.7142,78.34,36.37,46.52,34.39,73.01,38.31,44.72,30.31
2013-02-11,14.89,68.0714,78.65,36.13,46.85,34.42,73.09,38.99,45.99,30.26
2013-02-12,14.45,68.5014,78.39,35.77,46.7,34.27,72.89,38.55,46.15,30.22
2013-02-13,14.3,66.7442,78.9,35.42,46.74,34.29,73.32,38.9,46.29,30.91
2013-02-14,14.94,66.3599,78.66,35.05,46.67,34.28,73.21,38.7,46.02,31.03
2013-02-15,13.93,66.9785,78.83,36.93,46.77,34.84,73.08,38.51,46.39,31.72
2013-02-19,14.33,65.8714,79.12,37.54,46.67,35.18,74.28,38.58,46.4,32.58
2013-02-20,14.17,65.3842,80.42,38.16,47.22,34.7,75.4,39.04,46.9,33.09
2013-02-21,13.62,63.7142,79.26,38.49,46.48,34.47,74.69,38.82,45.7,32.32
2013-02-22,13.57,64.1785,79.2,38.79,46.48,34.18,74.15,38.54,45.1905,32.4
2013-02-25,13.6,64.8356,79.46,38.54,47.1,34.6,75.17,38.66,46.11,32.28
2013-02-26,13.14,63.4028,78.42,37.6,46.38,34.37,74.32,38.14,45.08,31.66
2013-02-27,13.28,64.0614,77.29,36.97,46.66,34.05,74.0,38.32,44.58,31.82
2013-02-28,13.49,63.4357,77.35,36.66,46.96,34.31,74.52,39.54,45.28,32.05
2013-03-01,13.37,62.5714,76.37,36.8,47.22,33.69,74.13,39.3,45.0,31.7
2013-03-04,13.5,61.1142,76.24,37.53,47.83,33.51,74.53,39.74,45.29,31.91
2013-03-05,14.01,60.2114,77.07,38.45,48.04,34.38,75.56,40.76,45.5,32.14
2013-03-06,14.52,62.0728,77.1,37.56,48.44,34.67,77.03,41.47,45.83,32.24
2013-03-07,14.7,60.6428,76.04,37.65,48.44,34.3,77.29,41.4,46.25,32.45
2013-03-08,14.99,61.3999,76.44,37.64,48.27,34.5,77.98,41.75,45.96,32.48
2013-03-11,14.85,61.3928,76.88,37.25,48.36,34.59,78.38,41.12,45.96,32.41
2013-03-12,15.14,62.2285,77.26,37.7,48.52,34.83,78.26,41.53,46.4,32.41
2013-03-13,15.54,61.2071,77.54,37.2,48.71,34.89,78.0,41.5,46.41,32.55
2013-03-14,15.98,61.8328,78.9,37.43,49.0,35.03,78.08,41.82,46.65,32.99
2013-03-15,16.45,62.5614,77.9,37.44,49.14,34.92,77.88,41.45,46.33,32.8
2013-03-18,15.8,63.0642,79.09,38.05,48.32,33.94,75.87,41.08,45.25,32.72
2013-03-19,16.48,65.6428,80.64,38.25,51.39,33.515,77.16,41.1,44.98,32.75
2013-03-20,17.13,65.3456,80.07,38.5,50.31,33.66,76.34,42.7,45.29,32.87
2013-03-21,17.21,64.3171,79.91,38.82,50.11,33.78,75.83,41.99,45.22,32.86
2013-03-22,17.1,64.9399,80.12,38.57,49.8,33.5,74.3,42.17,44.82,32.65
2013-03-25,16.92,66.3842,79.83,39.12,49.95,33.76,74.2,42.9,45.04,32.92
2013-03-26,16.67,66.4914,80.86,39.57,50.86,33.85,74.0,42.66,44.9,32.71
2013-03-27,16.48,65.2085,81.02,40.22,50.51,34.13,74.18,42.6,45.3,32.65
2013-03-28,17.0,64.2599,81.34,40.26,50.96,34.6,73.79,42.54,45.63,32.93
2013-04-01,17.02,63.1285,82.54,39.96,51.38,35.18,76.07,43.36,46.28,33.73
2013-04-02,16.48,61.0857,82.49,41.22,51.92,35.45,76.1,43.5,45.72,33.75
2013-04-03,15.82,61.6242,82.8,40.75,52.57,36.13,76.835,43.78,45.09,34.05
2013-04-04,15.12,61.9657,82.2,40.77,51.69,36.52,76.86,43.74,44.13,33.22
2013-04-05,15.17,60.6428,81.62,41.31,51.43,36.37,75.76,43.42,43.01,33.2
2013-04-08,15.82,60.6928,81.0,41.27,52.18,36.31,76.14,43.27,43.64,33.09
2013-04-09,16.07,60.9085,79.97,41.96,52.75,36.56,76.76,43.71,44.03,33.25
2013-04-10,15.74,61.1571,79.0,42.65,53.93,36.73,75.56,44.42,44.28,32.79
2013-04-11,15.77,61.9599,81.03,43.42,53.28,37.02,76.97,45.04,45.14,33.11
2013-04-12,16.11,62.0214,82.96,42.97,53.78,37.11,77.0,45.15,44.71,32.89
2013-04-15,16.2,60.9999,81.89,42.87,54.14,36.84,76.93,44.81,44.41,32.48
2013-04-16,15.96,60.2242,80.69,41.67,54.48,36.28,76.0,44.77,44.09,31.62
2013-04-17,16.17,60.0385,80.25,42.14,54.78,36.84,76.79,44.86,43.57,31.9
2013-04-18,16.54,57.8557,79.8,42.37,55.06,37.45,76.99,45.18,43.35,32.07
2013-04-19,16.1,55.4242,79.14,42.51,55.61,37.05,75.02,44.6,42.2,32.01
2013-04-22,15.99,56.0914,79.85,43.0,56.42,37.0,75.0,45.0,42.62,32.16
2013-04-23,15.33,57.7128,79.55,44.61,56.39,37.11,75.29,44.84,42.98,32.33
2013-04-24,16.26,56.2199,80.47,45.14,56.33,37.27,76.43,44.91,43.66,32.61
2013-04-25,16.55,58.7464,82.6,44.75,55.82,36.62,78.0,44.75,43.97,32.62
2013-04-26,16.38,58.5442,83.04,44.95,53.0,36.36,78.61,44.84,43.51,33.4
2013-04-29,16.7,60.0642,83.0,45.83,53.33,36.49,78.66,44.89,43.6,33.55
2013-04-30,16.8,62.1571,83.0,45.05,54.07,36.7,80.92,44.76,43.56,34.0
2013-05-01,16.91,63.4942,83.85,45.74,54.06,36.77,81.44,45.14,44.12,33.79
2013-05-02,16.72,63.1114,84.44,45.68,53.85,36.95,80.15,44.65,43.96,32.85
2013-05-03,17.02,64.4728,85.02,44.31,55.01,37.25,80.08,46.0,44.71,33.83
2013-05-06,17.05,65.1014,84.71,44.95,54.49,36.75,79.4,47.0,45.28,34.11
2013-05-07,17.15,66.4242,85.31,44.5,54.59,35.74,78.87,46.46,45.81,34.01
2013-05-08,17.01,65.5771,85.5,45.01,55.03,36.01,79.13,45.51,45.81,34.23
2013-05-09,17.53,65.6871,84.92,43.34,54.91,36.19,79.7401,45.22,45.95,34.34
2013-05-10,17.61,65.4242,84.8,44.21,54.98,36.25,80.34,44.12,46.56,33.86
2013-05-13,17.74,64.5014,85.25,44.79,54.68,36.05,80.06,43.98,46.53,34.05
2013-05-14,17.82,64.8356,85.18,44.09,54.47,36.42,79.91,43.7,46.22,33.74
2013-05-15,18.37,62.7371,85.96,45.72,55.0,37.13,80.5,44.06,46.29,33.97
2013-05-16,18.96,60.4628,86.32,46.06,54.64,37.45,80.56,44.96,46.69,34.38
2013-05-17,19.38,62.7214,85.57,46.03,54.44,36.82,80.7,44.6,46.84,34.2
2013-05-20,19.05,61.7014,85.79,47.12,55.01,36.95,82.94,44.55,46.82,34.95
2013-05-21,18.55,62.5928,87.17,46.19,54.77,37.85,82.65,44.21,46.68,34.3
2013-05-22,18.06,63.4357,87.25,46.46,54.72,37.76,82.97,44.12,45.65,34.68
2013-05-23,17.48,62.2785,84.57,46.12,54.32,37.49,81.76,42.66,45.22,33.7
2013-05-24,18.11,62.9785,83.75,46.25,54.36,37.17,82.04,42.32,45.2,34.06
2013-05-28,18.44,64.2714,84.0,45.89,54.77,37.98,83.27,42.78,45.62,34.17
2013-05-29,18.06,62.8571,83.14,44.89,54.17,38.26,82.52,42.75,45.7,33.99
2013-05-30,17.92,63.6642,82.34,44.07,54.0,37.72,83.02,42.65,45.66,33.53
2013-05-31,17.66,64.6428,81.78,44.27,54.49,37.49,82.25,42.92,45.92,33.13
2013-06-03,17.54,64.3899,81.54,42.88,54.01,36.63,82.48,42.98,45.94,32.31
2013-06-04,17.78,64.7456,82.39,43.42,52.73,37.06,82.0,43.67,46.22,32.69
2013-06-05,17.15,63.6642,81.96,43.49,53.04,36.72,81.25,44.39,45.92,32.91
2013-06-06,16.92,63.6385,81.77,43.22,52.81,36.24,79.74,43.84,45.58,32.71
2013-06-07,16.89,62.3571,83.49,43.72,52.7,36.95,80.84,43.86,45.73,32.98
2013-06-10,17.09,63.5328,84.32,44.33,53.13,37.47,81.28,44.3,46.21,33.03
2013-06-11,16.94,62.2485,82.89,43.31,53.96,37.14,80.64,43.6,45.47,32.8
2013-06-12,16.97,62.7857,83.09,43.91,55.02,37.08,80.84,43.31,45.43,33.34
2013-06-13,16.85,61.7857,82.44,42.42,54.61,36.33,79.89,42.74,44.12,32.86
2013-06-14,16.96,62.1999,82.61,42.98,54.44,36.68,80.91,43.33,45.14,33.31
2013-06-17,17.02,61.6342,82.58,43.4,55.13,37.07,81.28,43.22,45.11,33.23
2013-06-18,16.94,61.6514,82.5,42.97,55.68,36.98,82.64,43.55,46.02,33.23
2013-06-19,17.16,61.6285,83.3,43.56,55.78,37.27,82.87,46.43,46.44,33.86
2013-06-20,16.73,59.8999,83.69,42.65,55.47,36.07,81.11,45.28,45.6,32.99
2013-06-21,16.8,59.7842,83.02,41.66,54.24,35.4,79.69,44.92,44.91,33.01
2013-06-24,16.06,58.1999,79.85,42.07,54.02,35.29,79.06,44.34,44.68,32.75
2013-06-25,16.22,57.9571,80.71,42.15,53.74,35.28,80.05,44.04,44.62,33.32
2013-06-26,16.5,57.6999,80.78,43.1,53.78,35.41,80.48,44.95,45.01,33.42
2013-06-27,16.29,57.0357,80.22,43.56,55.37,35.77,80.22,45.9,45.42,33.79
2013-06-28,16.24,55.9085,80.01,42.53,55.5,35.3,71.8,45.99,45.14,33.57
2013-07-01,16.5,57.5271,81.72,41.4,56.11,34.97,72.14,45.23,45.0,34.11
2013-07-02,16.78,58.5657,82.0,41.58,55.04,34.97,71.73,46.0,45.28,34.37
2013-07-03,16.06,60.1228,81.22,41.88,54.5,34.72,71.88,45.71,45.17,34.57
2013-07-05,16.93,60.0557,82.62,42.45,55.51,34.58,73.25,46.69,45.99,34.9
2013-07-08,16.94,60.0157,83.1,42.9,55.83,34.95,74.01,47.03,46.27,34.88
2013-07-09,17.01,59.0857,84.02,44.0,56.47,35.46,74.86,46.76,46.11,35.47
2013-07-10,17.32,59.9428,83.25,43.36,55.95,34.8,74.22,47.09,46.28,35.74
2013-07-11,17.4,60.4214,83.5,43.94,57.08,35.02,75.0,47.62,47.26,36.14
2013-07-12,17.36,61.0928,82.93,43.93,58.02,35.45,75.5,48.35,48.08,36.17
2013-07-15,17.66,60.7157,82.9,44.95,58.57,35.23,75.81,48.25,48.27,36.33
2013-07-16,17.86,60.9314,83.29,44.54,58.33,35.43,75.98,48.05,48.47,36.11
2013-07-17,17.96,61.3857,82.55,43.97,58.38,35.88,75.76,48.17,48.57,35.78
2013-07-18,18.7,61.9114,81.5,43.96,58.58,35.92,75.05,48.04,48.79,35.69
2013-07-19,18.26,61.8714,82.15,44.49,58.25,35.73,75.56,48.26,48.4,36.19
2013-07-22,18.25,61.3514,82.05,44.3,58.74,35.76,75.83,48.52,48.49,36.7
2013-07-23,18.33,60.8571,82.99,44.92,58.97,35.93,75.14,48.35,48.52,36.08
2013-07-24,18.43,62.7042,82.82,44.28,58.32,36.7,74.59,48.38,48.73,36.63
2013-07-25,18.49,62.9571,81.9,43.41,56.2,36.42,73.5,47.8,48.11,36.11
2013-07-26,18.74,62.1857,82.93,45.01,57.41,36.59,73.14,47.77,48.34,36.4
2013-07-29,19.07,62.9714,82.61,44.72,58.37,36.62,72.84,47.51,48.52,36.53
2013-07-30,19.33,64.2799,82.53,45.08,58.84,36.98,73.36,47.19,48.83,36.33
2013-07-31,19.25,64.9985,82.25,44.84,58.54,36.87,73.69,47.5,49.14,36.2
2013-08-01,19.44,65.1075,83.17,45.14,58.39,36.89,74.21,47.62,49.57,36.72
2013-08-02,19.38,65.4299,83.29,45.11,58.75,36.79,74.34,47.38,49.73,37.03
2013-08-05,18.9,66.3842,83.19,45.05,58.38,36.64,74.39,47.45,49.74,37.47
2013-08-06,19.17,66.8599,83.42,44.42,59.03,36.25,74.01,47.55,49.54,36.86
2013-08-07,18.84,66.2571,82.82,44.7,58.31,36.07,73.07,47.17,49.4499,37.75
2013-08-08,18.99,66.2649,83.0,44.86,59.36,36.2,72.81,47.32,49.52,37.97
2013-08-09,18.91,65.5199,81.34,44.9,59.46,35.8,73.03,47.38,49.07,38.2
2013-08-12,18.49,65.2656,83.14,44.71,58.9,35.79,72.99,46.87,48.92,38.24
2013-08-13,18.86,67.2771,82.73,45.12,58.7,35.93,73.0,47.37,49.4,38.52
2013-08-14,16.05,71.1256,84.28,44.85,58.14,35.91,72.71,47.14,49.4,38.58
2013-08-15,15.97,70.9171,82.94,44.6,57.71,35.51,70.67,46.37,48.46,38.2
2013-08-16,15.7,71.4499,81.66,42.94,57.0,34.92,71.37,45.94,47.77,36.94
2013-08-19,15.97,72.0485,80.75,43.01,56.54,34.85,71.63,45.44,48.35,37.01
2013-08-20,15.64,72.8156,80.53,43.29,56.92,34.9,71.68,44.77,47.84,36.47
2013-08-21,15.8,71.9414,81.58,42.82,57.26,34.68,72.12,45.01,46.65,36.61
2013-08-22,15.91,72.1399,81.67,42.4,57.22,34.67,72.84,45.1,47.0,36.39
2013-08-23,16.3,71.8956,82.04,43.01,57.41,34.85,74.54,45.85,47.34,36.19
2013-08-26,16.16,71.5356,83.14,43.43,57.41,34.83,73.88,46.25,47.26,36.2
2013-08-27,15.87,71.1428,82.32,43.02,57.04,34.32,72.92,45.55,46.81,34.24
2013-08-28,15.38,69.4285,81.4,42.53,56.82,33.97,72.35,45.58,46.01,34.5
2013-08-29,16.03,70.2356,81.0,42.32,56.87,33.63,72.32,45.5,46.05,34.53
2013-08-30,16.1,70.2856,80.76,42.76,57.19,33.72,72.77,45.88,46.49,34.96
2013-09-03,16.38,70.4428,81.3499,43.0,57.46,33.68,72.72,46.21,46.97,35.43
2013-09-04,16.49,71.3656,79.85,42.6,57.63,33.01,73.08,45.76,46.6,35.66
2013-09-05,16.95,71.4642,79.71,43.03,58.0,33.5,73.0,46.88,47.51,36.02
2013-09-06,17.18,71.2056,80.04,43.53,58.2,33.72,74.12,46.89,47.43,36.23
2013-09-09,16.86,72.1428,79.31,43.88,58.31,33.5,73.5,47.11,47.24,35.82
2013-09-10,17.69,72.3142,79.99,44.58,59.0,34.04,74.0,47.62,47.73,36.21
2013-09-11,18.03,66.7157,81.05,44.81,59.43,34.11,74.76,48.0,47.62,36.11
2013-09-12,17.69,66.9285,81.33,44.84,60.42,34.76,74.99,48.07,48.27,36.11
2013-09-13,17.71,67.0485,80.58,44.71,60.63,34.9,74.5,47.66,48.01,36.12
2013-09-16,18.16,65.8571,80.02,45.32,60.8,35.1,75.34,48.17,48.57,36.58
2013-09-17,18.57,63.9942,79.67,45.92,61.0,35.0,76.27,48.19,48.35,36.79
2013-09-18,18.68,66.1685,80.05,47.19,61.63,35.0,76.74,51.68,48.43,37.09
2013-09-19,18.67,67.2428,80.41,48.21,61.85,35.66,78.05,52.05,48.73,37.09
2013-09-20,18.94,68.2856,81.17,47.44,62.23,35.39,77.6,51.87,48.39,37.05
2013-09-23,18.89,70.8714,80.57,47.56,61.68,35.25,77.1,52.07,48.09,37.07
2013-09-24,18.79,70.6971,79.6,46.95,61.73,35.07,76.29,51.79,47.65,36.61
2013-09-25,19.13,69.8856,80.13,46.09,60.83,34.32,75.44,51.48,47.77,36.81
2013-09-26,19.17,69.4285,81.6,45.33,60.97,33.75,76.5,52.0,47.88,36.71
2013-09-27,19.09,69.1114,81.2,44.87,60.91,33.45,74.5,51.71,47.2,36.63
2013-09-30,18.34,68.1785,81.34,44.52,60.9,33.05,74.06,51.5,46.56,37.0
2013-10-01,18.98,68.3499,82.7,44.81,61.18,33.17,73.54,52.1,47.07,36.8
2013-10-02,20.0,69.3756,82.9,45.34,62.18,33.48,73.38,51.79,46.56,36.77
2013-10-03,20.0,70.0728,82.36,45.6,62.06,33.79,73.37,51.61,46.79,37.04
2013-10-04,20.31,69.1228,81.87,46.18,61.59,33.31,73.33,50.09,46.38,36.78
2013-10-07,20.41,69.5085,82.76,46.12,62.27,33.22,72.51,51.05,46.41,36.44
2013-10-08,20.32,69.9914,81.84,46.29,61.98,33.55,72.51,50.93,46.62,36.38
2013-10-09,20.08,69.2342,81.22,44.72,61.29,33.03,70.58,49.62,45.83,36.3
2013-10-10,20.35,70.1885,81.25,45.1,61.8,33.34,70.99,50.06,46.16,36.72
2013-10-11,20.5,69.5699,81.82,45.7,62.48,33.63,71.56,50.82,46.8,36.97
2013-10-14,20.52,69.9756,82.16,45.21,62.46,33.51,72.17,51.9,46.59,36.48
2013-10-15,20.64,71.0721,83.3,46.05,63.05,33.91,72.26,52.31,47.02,36.83
2013-10-16,20.57,71.5414,97.26,46.31,63.03,34.35,72.01,51.54,46.6,37.07
2013-10-17,20.72,71.4256,96.65,46.95,63.77,35.89,71.81,51.87,46.93,37.4
2013-10-18,21.23,72.2842,97.35,48.38,64.98,37.17,72.95,52.15,47.6,37.95
2013-10-21,21.23,73.1099,99.11,48.08,64.57,37.17,73.03,52.73,47.77,38.34
2013-10-22,21.53,75.2006,99.0,48.39,64.18,36.94,73.62,53.47,48.0,38.67
2013-10-23,21.82,74.1428,98.73,48.76,63.63,36.91,73.65,52.75,47.3,39.25
2013-10-24,22.08,74.9999,99.44,48.63,64.2,37.22,73.74,53.06,46.67,39.27
2013-10-25,22.76,75.9021,101.32,49.1,64.84,37.24,73.5,54.07,47.17,39.26
2013-10-28,22.24,75.5771,102.67,49.13,65.16,37.33,73.6,53.91,46.74,39.77
2013-10-29,22.76,76.6099,100.95,49.48,65.38,37.36,74.45,54.0,47.98,39.44
2013-10-30,22.38,74.2299,100.27,49.57,65.95,37.33,74.78,54.87,49.11,40.72
2013-10-31,22.6,74.9999,100.0,48.68,65.05,37.01,74.24,54.01,48.82,41.08
2013-11-01,22.04,74.8599,98.26,48.64,65.55,36.69,73.89,54.61,49.68,41.03
2013-11-04,22.6,74.4428,99.86,49.19,66.5,36.98,73.1,55.01,49.56,41.01
2013-11-05,22.75,74.9399,99.27,48.59,67.09,36.85,72.79,55.24,48.83,40.83
2013-11-06,23.26,74.8785,100.0,48.5,67.17,37.45,73.44,54.9,49.99,41.92
2013-11-07,22.53,74.2256,98.51,48.17,67.41,37.61,74.37,55.05,49.95,41.78
2013-11-08,22.16,73.5114,96.92,47.13,66.92,37.51,75.39,53.42,49.3,41.22
2013-11-11,23.25,74.2842,96.76,48.23,68.08,38.17,75.15,54.85,49.67,41.49
2013-11-12,23.26,73.9528,98.98,48.45,68.18,37.83,75.44,55.84,49.43,40.78
2013-11-13,24.22,73.9999,99.07,47.36,67.9,37.37,76.24,55.59,49.59,40.34
2013-11-14,23.79,74.6871,99.58,47.99,68.34,37.89,76.81,57.56,50.37,41.29
2013-11-15,23.73,75.2256,99.25,48.03,69.12,37.77,77.47,57.54,50.31,42.09
2013-11-18,24.22,74.9985,99.68,48.89,69.99,38.04,78.02,57.45,50.69,40.21
2013-11-19,24.55,74.1471,98.33,48.73,69.01,37.93,78.64,56.73,50.19,40.22
2013-11-20,24.29,74.1756,97.81,48.42,68.88,38.75,78.47,55.98,49.46,40.96
2013-11-21,24.07,73.9428,100.0,48.28,69.3,38.38,78.36,56.28,49.42,40.1
2013-11-22,24.2,74.2171,100.0,48.65,69.81,38.13,78.49,56.26,49.77,41.12
2013-11-25,24.45,74.4314,100.05,49.0,69.8,38.38,77.82,56.62,49.89,41.87
2013-11-26,24.17,74.8742,100.0,48.38,70.77,38.29,77.38,56.87,49.13,41.49
2013-11-27,23.92,76.6156,102.26,48.83,70.59,38.74,77.41,56.85,47.2,41.68
2013-11-29,24.12,78.4971,101.88,48.43,70.7,38.44,77.75,57.12,48.66,40.9
2013-12-02,23.55,79.7142,101.35,48.49,70.79,38.24,77.42,56.74,47.8,40.33
2013-12-03,22.99,79.7571,102.27,49.13,70.54,37.95,76.33,56.63,48.4,40.82
2013-12-04,22.38,80.7856,106.25,49.75,70.35,37.35,75.5,56.19,49.16,40.89
2013-12-05,22.27,81.8071,104.65,49.42,69.24,37.29,76.14,55.63,48.78,41.7
2013-12-06,22.72,80.8271,106.65,50.17,69.88,37.27,75.97,55.99,49.39,41.87
2013-12-09,23.95,80.1285,104.75,51.45,70.47,37.57,75.64,55.94,49.5,41.93
2013-12-10,24.54,80.5113,105.47,51.245,70.11,37.11,75.11,55.38,48.85,42.35
2013-12-11,25.44,80.9999,109.55,52.67,69.67,37.0,75.51,55.25,49.01,42.35
2013-12-12,26.2,80.3058,106.78,52.56,69.2,36.57,74.42,54.44,48.73,41.71
2013-12-13,25.61,80.4071,110.55,52.3,68.81,36.38,74.27,58.06,48.41,40.64
2013-12-16,26.63,79.2885,110.01,53.42,68.84,36.45,74.09,60.63,48.5,40.44
2013-12-17,26.47,79.4013,109.63,53.43,68.72,36.45,74.53,58.5,48.64,40.75
2013-12-18,25.99,78.5285,108.85,52.78,68.6,36.66,74.15,57.58,48.9,41.67
2013-12-19,26.09,78.4999,109.2,53.21,69.37,38.08,77.52,58.73,49.77,43.02
2013-12-20,26.16,77.9185,108.51,52.77,69.61,38.14,79.72,58.42,49.63,43.82
2013-12-23,26.29,81.1428,109.78,52.73,70.13,37.97,80.51,59.74,50.23,43.535
2013-12-24,26.0,81.4128,109.77,52.78,70.01,38.36,80.86,59.58,50.37,43.16
2013-12-26,26.12,81.1571,110.17,52.59,70.25,38.22,81.47,59.53,50.84,43.32
2013-12-27,25.95,80.5456,110.3,52.92,70.45,38.52,82.46,59.73,50.77,43.66
2013-12-30,24.87,79.6371,110.34,52.73,70.25,38.48,81.71,59.67,50.51,43.9
2013-12-31,24.74,79.1671,109.8,52.99,70.52,38.38,81.68,59.6,51.0,43.77
2014-01-02,25.07,79.3828,110.36,52.12,70.11,38.09,81.5,59.06,49.52,43.22
2014-01-03,25.75,78.9799,111.23,52.25,69.89,38.37,81.21,59.19,49.27,43.1
2014-01-06,26.62,76.7785,113.1,52.7,70.34,39.19,81.31,58.06,49.35,43.42
2014-01-07,27.2,77.7599,111.98,50.84,69.82,39.23,80.84,58.26,49.49,43.37
2014-01-08,26.37,76.9728,112.47,50.63,70.33,38.85,81.29,59.12,49.71,42.76
2014-01-09,28.24,78.1142,113.06,50.59,71.45,39.27,82.02,58.99,49.45,42.51
2014-01-10,29.05,77.1185,114.28,51.27,71.49,39.27,82.75,59.35,49.43,42.41
2014-01-13,29.18,75.7014,115.45,50.66,71.42,39.11,82.71,59.28,49.21,42.01
2014-01-14,28.75,76.8885,115.4,49.94,70.66,39.3,80.78,58.68,48.93,41.73
2014-01-15,28.9,79.0742,117.65,50.65,70.74,39.6,82.09,60.44,49.75,42.43
2014-01-16,28.94,79.2713,117.22,50.1,70.6,39.53,83.54,61.59,50.48,42.51
2014-01-17,29.3,78.7828,117.81,50.64,70.68,39.86,83.64,61.02,49.57,41.3
2014-01-21,30.66,77.2842,119.73,50.26,70.88,39.52,84.22,61.5,49.95,41.28
2014-01-22,30.71,78.702,118.39,49.98,70.8,38.02,84.46,60.93,49.86,41.51
2014-01-23,30.65,78.5628,116.81,48.74,70.0,37.9,84.81,61.18,50.22,41.91
2014-01-24,31.02,79.1428,116.0,48.42,69.27,37.2,83.29,60.3,49.39,40.6
2014-01-27,30.4,78.5813,116.485,47.79,67.04,36.68,81.34,58.11,48.32,39.88
2014-01-28,30.32,72.6799,115.39,47.08,66.74,36.54,81.73,57.98,48.17,39.47
2014-01-29,32.24,71.9928,115.41,47.15,66.67,36.26,81.27,58.61,48.32,39.62
2014-01-30,33.36,71.7914,115.0,47.97,67.65,36.24,81.05,59.12,48.87,39.59
2014-01-31,33.44,70.7399,115.23,49.94,66.6,36.03,80.0,58.15,48.34,39.09
2014-02-03,33.95,71.8014,115.44,49.4,67.13,36.58,80.02,59.08,48.23,39.28
2014-02-04,34.04,72.2642,110.97,47.18,65.38,35.9,78.39,58.48,47.7,39.81
2014-02-05,33.82,72.3656,109.86,47.76,64.82,36.12,77.87,59.54,47.43,38.75
2014-02-06,33.71,72.8656,121.5,47.89,64.86,36.41,77.87,60.7,48.01,38.82
2014-02-07,34.81,74.4828,125.63,48.0,65.88,36.77,78.81,61.58,48.58,39.6
2014-02-10,36.1,74.0942,124.52,48.75,66.46,37.17,80.19,62.73,48.78,39.81
2014-02-11,35.58,75.8014,123.47,49.41,66.23,37.045,80.53,64.48,49.31,40.12
2014-02-12,34.89,76.7071,125.55,49.63,67.81,37.93,80.84,64.21,49.96,40.43
2014-02-13,34.07,76.3799,125.2,50.3,67.37,38.07,80.86,64.84,49.69,40.5
2014-02-14,34.85,77.4956,126.71,50.56,67.73,38.68,81.73,67.48,50.42,40.71
2014-02-18,34.73,77.9999,127.18,50.64,68.06,38.96,82.1,68.62,50.44,40.66
2014-02-19,34.25,77.8214,126.54,51.17,68.12,38.74,82.42,68.45,51.9,40.5
2014-02-20,34.43,76.1414,125.98,51.19,68.4,38.82,83.16,68.19,51.72,39.95
2014-02-21,35.78,76.1132,127.31,51.82,68.42,38.88,83.6,67.82,51.37,40.11
2014-02-24,36.2,74.7356,128.31,51.01,68.31,38.865,83.71,68.54,51.29,40.1
2014-02-25,36.63,75.6256,126.64,50.93,68.39,38.99,84.0,68.71,50.99,40.25
2014-02-26,37.12,74.8014,126.09,49.95,68.87,39.29,83.76,67.73,50.67,40.49
2014-02-27,36.88,73.8771,125.82,50.6,68.01,39.35,82.4,67.9,50.81,40.32
2014-02-28,36.11,75.5828,125.05,50.84,68.17,39.62,83.31,70.25,51.15,39.9
2014-03-03,36.17,74.7742,125.92,50.34,67.11,39.5,82.56,68.06,50.58,40.14
2014-03-04,36.57,75.8571,128.33,50.73,68.03,39.74,83.42,68.6,50.94,40.29
2014-03-05,37.6,75.8456,126.42,51.68,69.0,40.49,83.94,68.79,51.26,40.66
2014-03-06,38.28,76.1128,126.23,52.04,69.0,39.92,84.24,69.14,51.29,40.7
2014-03-07,39.17,75.8699,127.03,52.25,69.25,39.84,84.32,69.21,51.77,41.14
2014-03-10,38.7,75.4799,126.82,51.9,68.91,39.5,83.82,68.68,51.85,41.61
2014-03-11,38.65,76.4928,127.25,51.68,69.11,39.85,84.32,68.19,51.85,42.52
2014-03-12,37.97,76.3585,125.86,51.46,67.76,39.44,83.16,67.06,51.18,42.14
2014-03-13,37.9,76.7771,126.91,51.89,68.01,39.74,83.01,68.48,51.94,43.03
2014-03-14,36.0,75.5414,124.45,51.25,67.66,39.19,81.98,67.7,50.25,42.26
2014-03-17,36.62,75.3856,125.61,51.47,67.73,39.05,81.97,67.89,50.26,42.78
2014-03-18,37.75,75.1285,126.19,52.08,68.08,39.5,83.69,67.66,50.87,42.69
2014-03-19,37.27,76.0371,125.84,53.09,68.05,39.73,83.57,69.01,51.44,42.93
2014-03-20,36.61,75.6985,124.37,52.86,66.74,39.46,82.5,67.55,51.44,42.58
2014-03-21,36.76,75.9899,125.58,54.22,66.55,39.21,83.44,69.06,53.74,43.08
2014-03-24,36.25,76.9171,126.44,53.53,65.29,38.66,83.32,67.22,53.17,42.82
2014-03-25,36.88,77.3571,125.23,51.68,64.61,38.49,82.61,65.75,53.87,42.54
2014-03-26,38.15,78.0742,124.36,52.0,64.92,38.55,84.0,66.1,53.51,42.48
2014-03-27,36.62,77.1449,122.31,51.53,64.81,38.55,80.11,63.6,52.78,42.8
2014-03-28,35.77,76.9028,124.61,51.83,64.25,38.58,79.55,64.71,52.85,43.28
2014-03-31,35.84,77.0328,125.26,51.34,65.3,38.48,79.18,64.87,53.03,43.24
2014-04-01,36.95,76.8228,126.96,51.62,65.6,38.49,79.6,65.9,53.5,43.42
2014-04-02,38.24,77.4828,127.45,52.1,65.75,38.12,79.29,66.07,54.07,42.62
2014-04-03,37.72,77.3414,127.06,53.35,65.81,38.74,79.79,65.5,54.16,43.47
